document_id,clean_text,sentiment
296,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
297,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
298,wow great price fast ship perfect condit excel computerread,negative
299,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
300,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
301,bought stock jobread,negative
302,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
303,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
304,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
305,wow great price fast ship perfect condit excel computerread,neutral
306,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
307,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
308,bought stock jobread,positive
309,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
310,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
311,read,neutral
312,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
313,wow great price fast ship perfect condit excel computerread,positive
314,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
315,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
316,bought stock jobread,negative
317,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
318,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
319,read,positive
320,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,negative
321,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
322,wow great price fast ship perfect condit excel computerread,negative
323,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
324,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
325,bought stock jobread,positive
326,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
327,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
328,read,negative
329,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
330,damag product cant even use rather given stress wast time still havent receiv back moneyread,neutral
331,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
332,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
333,wow great price fast ship perfect condit excel computerread,positive
334,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
335,wow great price fast ship perfect condit excel computerread,neutral
336,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
337,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
338,wow great price fast ship perfect condit excel computerread,neutral
339,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
340,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
341,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
342,wow great price fast ship perfect condit excel computerread,negative
343,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
344,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
345,bought stock jobread,negative
346,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
347,wow great price fast ship perfect condit excel computerread,positive
348,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
349,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
350,bought stock jobread,neutral
351,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
352,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
353,wow great price fast ship perfect condit excel computerread,negative
354,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
355,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
356,bought stock jobread,negative
357,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
358,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
359,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
360,wow great price fast ship perfect condit excel computerread,neutral
361,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
362,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
363,bought stock jobread,neutral
364,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
365,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
366,read,neutral
367,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
368,wow great price fast ship perfect condit excel computerread,negative
369,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
370,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
371,bought stock jobread,positive
372,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
373,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
374,read,neutral
375,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,negative
376,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
377,wow great price fast ship perfect condit excel computerread,negative
378,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
379,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
380,bought stock jobread,negative
381,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
382,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
383,read,positive
384,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,negative
385,damag product cant even use rather given stress wast time still havent receiv back moneyread,positive
386,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
387,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
388,wow great price fast ship perfect condit excel computerread,neutral
389,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
390,wow great price fast ship perfect condit excel computerread,negative
391,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
392,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
393,wow great price fast ship perfect condit excel computerread,negative
394,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
395,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
396,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
397,wow great price fast ship perfect condit excel computerread,positive
398,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
399,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
400,bought stock jobread,neutral
401,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
402,wow great price fast ship perfect condit excel computerread,positive
403,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
404,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
405,bought stock jobread,positive
406,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
407,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
408,wow great price fast ship perfect condit excel computerread,neutral
409,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
410,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
411,bought stock jobread,negative
412,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
413,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
414,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
415,wow great price fast ship perfect condit excel computerread,negative
416,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
417,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
418,bought stock jobread,neutral
419,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
420,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
421,read,negative
422,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
423,wow great price fast ship perfect condit excel computerread,positive
424,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
425,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
426,bought stock jobread,negative
427,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
428,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
429,read,positive
430,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,neutral
431,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
432,wow great price fast ship perfect condit excel computerread,negative
433,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
434,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
435,bought stock jobread,positive
436,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
437,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
438,read,neutral
439,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,negative
440,damag product cant even use rather given stress wast time still havent receiv back moneyread,positive
441,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
442,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
443,wow great price fast ship perfect condit excel computerread,neutral
444,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
445,wow great price fast ship perfect condit excel computerread,positive
446,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
447,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
448,wow great price fast ship perfect condit excel computerread,negative
449,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
450,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
451,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
452,wow great price fast ship perfect condit excel computerread,positive
453,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
454,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
455,bought stock jobread,negative
456,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
457,wow great price fast ship perfect condit excel computerread,positive
458,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
459,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
460,bought stock jobread,positive
461,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
462,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
463,wow great price fast ship perfect condit excel computerread,neutral
464,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
465,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
466,bought stock jobread,positive
467,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
468,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
469,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
470,wow great price fast ship perfect condit excel computerread,neutral
471,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
472,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
473,bought stock jobread,negative
474,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
475,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
476,read,negative
477,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
478,wow great price fast ship perfect condit excel computerread,negative
479,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
480,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
481,bought stock jobread,neutral
482,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
483,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
484,read,positive
485,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,neutral
486,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
487,wow great price fast ship perfect condit excel computerread,positive
488,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
489,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
490,bought stock jobread,negative
491,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
492,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,negative
493,read,positive
494,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,positive
495,damag product cant even use rather given stress wast time still havent receiv back moneyread,neutral
496,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
497,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
498,wow great price fast ship perfect condit excel computerread,neutral
499,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
500,wow great price fast ship perfect condit excel computerread,neutral
501,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
502,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
503,wow great price fast ship perfect condit excel computerread,neutral
504,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
505,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
506,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
507,wow great price fast ship perfect condit excel computerread,negative
508,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
509,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
510,bought stock jobread,neutral
511,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
512,wow great price fast ship perfect condit excel computerread,negative
513,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
514,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
515,bought stock jobread,negative
516,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
517,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
518,wow great price fast ship perfect condit excel computerread,positive
519,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
520,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
521,bought stock jobread,positive
522,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
523,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
524,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
525,wow great price fast ship perfect condit excel computerread,negative
526,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
527,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
528,bought stock jobread,neutral
529,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
530,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
531,read,negative
532,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
533,wow great price fast ship perfect condit excel computerread,neutral
534,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,neutral
535,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
536,bought stock jobread,positive
537,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
538,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
539,read,neutral
540,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,neutral
541,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,positive
542,wow great price fast ship perfect condit excel computerread,negative
543,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
544,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
545,bought stock jobread,positive
546,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,positive
547,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,neutral
548,read,negative
549,receiv laptop today fast fan hp laptop easi set sturdi great product good buy setback touchscreenread,neutral
550,damag product cant even use rather given stress wast time still havent receiv back moneyread,neutral
551,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
552,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
553,wow great price fast ship perfect condit excel computerread,neutral
554,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
555,wow great price fast ship perfect condit excel computerread,neutral
556,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
557,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
558,wow great price fast ship perfect condit excel computerread,positive
559,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
560,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,negative
561,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
562,wow great price fast ship perfect condit excel computerread,neutral
563,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,positive
564,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
565,bought stock jobread,negative
566,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
567,wow great price fast ship perfect condit excel computerread,positive
568,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
569,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
570,bought stock jobread,positive
571,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
572,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
573,wow great price fast ship perfect condit excel computerread,neutral
574,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
575,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,positive
576,bought stock jobread,positive
577,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,negative
578,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
579,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,neutral
580,wow great price fast ship perfect condit excel computerread,positive
581,laptop extrem slow pain use due signific lag everi task tri cant even run simplest game window come mode extrem unnecessarili difficult figur turn overal realli regret purchas complet wast moneywould recommend intend use sole type document word perform basic internet search even cheaper option would probabl better suit usesread,negative
582,opt last laptop best move made said slowli adjust new model lot lighter travel plusread,neutral
583,bought stock jobread,positive
584,nowher descript tell mode mode window mean use app except verifi microsoft app store even enter reg edit verifi app microsoft app store got spend coupl day tri figur get mode get pro mode wast lot time figur bold descriptionread,neutral
585,deliveri time deliv saidth laptop came great condit scratch noth bonu everyth load well batteri life also excel great product must buy btw bought anoth lolread,positive
586,read,positive
587,good laptop price point dont expect high end comput good averag user light weight super lightbut like enough buy second wiferead,negative
588,wow great price fast ship perfect condit excel computerread,positive
